# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec 13 14:48:01 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Microlensing%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,Microlensing,2021,KMTNet,0,,,,,1.449000,0.209000,-0.229000,0,10.500,,,0,0.937,,,0,77.86796,107.74383,-42.90683,0,0.24500,0.33900,-0.13500,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.19,0.27,-0.11,0,,,,,,,,,,18h17m08.01s,274.2833750,-26d21m34.70s,-26.3596389,6483.0000000,936.0000000,-1026.0000000,,,,,,,,,
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,Microlensing,2021,KMTNet,0,,,,,3.540000,1.250000,-1.430000,0,13.300,,,0,1.190,,,0,705.57906,425.89007,-384.57237,0,2.22000,1.34000,-1.21000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.65,0.41,-0.37,0,,,,,,,,,,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840.0000000,2060.0000000,-2360.0000000,,,,,,,,,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,Microlensing,2022,KMTNet,0,,,,,3.090000,1.330000,-1.050000,0,2.220,,,0,0.198,,,0,5.56000,3.84000,-2.84000,0,0.01749,0.01208,-0.00894,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.47,0.33,-0.24,0,,,,,,,,,,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947000,4150.0000000,1790.0000000,-1420.0000000,,,,,,,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,Microlensing,2019,KMTNet,0,,,,,0.763000,0.219000,-0.145000,0,12.900,,,0,1.160,,,0,111.00000,42.00000,-28.00000,0,0.34800,0.13200,-0.08700,0,Mass,,,,,,,,,,,,,0,M,,,,,,,,,0.09,0.04,-0.02,0,,,,,,,,,,17h53m44.49s,268.4353750,-22d09m09.14s,-22.1525389,967.0000000,308.0000000,-212.0000000,,,,,,,,,
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,Microlensing,2021,KMTNet,0,,,,,4.270000,1.110000,-1.620000,0,13.700,,,0,1.230,,,0,346.43296,203.41018,-190.69704,0,1.09000,0.64000,-0.60000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.69,0.40,-0.38,0,,,,,,,,,,17h54m42.84s,268.6785000,-22d49m13.48s,-22.8204111,5910.0000000,1540.0000000,-2240.0000000,,,,,,,,,
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,1,Microlensing,2022,KMTNet,0,,,,,3.810000,2.960000,-2.320000,0,13.700,,,0,1.220,,,0,365.50267,232.01474,-200.23190,0,1.15000,0.73000,-0.63000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.66,0.42,-0.36,0,,,,,,,,,,17h49m35.29s,267.3970417,-21d58m34.32s,-21.9762000,4310.0000000,1970.0000000,-1840.0000000,,,,,,,,,
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,Microlensing,2022,KMTNet,0,,,,,3.100000,0.800000,-0.900000,0,2.990,,,0,0.266,,,0,9.20000,5.00000,-4.10000,0,0.02895,0.01573,-0.01290,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.70,0.34,-0.31,0,,,,,,,,,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900.0000000,1900.0000000,-1600.0000000,,,,,,,,,
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,1,Microlensing,2023,KMTNet,0,,,,,0.960000,0.240000,-0.210000,0,12.100,,,0,1.080,,,0,6038.73973,2542.62726,-2224.79885,0,19.00000,8.00000,-7.00000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.21,0.09,-0.07,0,,,,,,,,,,18h00m15.19s,270.0632917,-28d57m55.01s,-28.9652806,3090.0000000,760.0000000,-680.0000000,,,,,,,,,
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,1,Microlensing,2023,KMTNet,0,,,,,5.670000,2.700000,-2.700000,0,13.400,,,0,1.200,,,0,575.26942,305.11527,-305.11527,0,1.81000,0.96000,-0.96000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.70,0.37,-0.37,0,,,,,,,,,,17h39m30.72s,264.8780000,-27d38m17.30s,-27.6381389,6710.0000000,1390.0000000,-1390.0000000,,,,,,,,,
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1,1,Microlensing,2023,KMTNet,0,,,,,1.640000,0.210000,-0.260000,0,12.100,,,0,1.080,,,0,6674.39655,7310.05336,-4131.76929,0,21.00000,23.00000,-13.00000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.32,0.35,-0.19,0,,,,,,,,,,17h31m21.63s,262.8401250,-29d35m26.48s,-29.5906889,7710.0000000,990.0000000,-1220.0000000,,,,,,,,,
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,1,Microlensing,2021,KMTNet,0,,,,,0.790000,0.140000,-0.160000,0,12.600,,,0,1.130,,,0,2447.27873,3604.17414,-1239.53079,0,7.70000,11.34000,-3.90000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.09,0.14,-0.05,0,,,,,,,,,,17h53m32.14s,268.3839167,-31d33m18.08s,-31.5550222,7010.0000000,1050.0000000,-1210.0000000,,,,,,,,,
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,1,Microlensing,2022,KMTNet,0,,,,,1.160000,0.470000,-0.510000,0,12.900,,,0,1.150,,,0,1452.47582,1188.67824,-654.72652,0,4.57000,3.74000,-2.06000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.74,0.43,-0.38,0,,,,,,,,,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410.0000000,1790.0000000,-1930.0000000,,,,,,,,,
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,Microlensing,2020,KMTNet,0,,,,,3.310000,1.380000,-1.470000,0,3.190,,,0,0.284,,,0,10.28000,5.84000,-5.28000,0,0.03234,0.01840,-0.01660,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.76,0.42,-0.39,0,,,,,,,,,,17h53m50.03s,268.4584580,-29d52m38.78s,-29.8774389,3320.0000000,1220.0000000,-1390.0000000,,,,,,,,,
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,1,Microlensing,2022,KMTNet,0,,,,,1.100000,0.500000,-0.400000,0,4.060,,,0,0.362,,,0,15.50000,19.00000,-9.70000,0,0.04877,0.05978,-0.03052,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.28,0.32,-0.17,0,,,,,,,,,,17h57m21.26s,269.3385833,-28d40m28.7s,-28.6746389,7200.0000000,700.0000000,-1400.0000000,,,,,,,,,
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,1,Microlensing,2022,KMTNet,0,,,,,1.700000,0.500000,-0.500000,0,9.050,,,0,0.807,,,0,60.38740,66.74397,-34.96112,0,0.19000,0.21000,-0.11000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.30,0.34,-0.18,0,,,,,,,,,,18h02m10.57s,270.5440417,-27d34m50.41s,-27.5806694,6600.0000000,800.0000000,-1700.0000000,,,,,,,,,
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,1,Microlensing,2023,KMTNet,0,,,,,2.440000,1.120000,-1.120000,0,5.980,,,0,0.533,,,0,29.87587,15.89142,-15.89142,0,0.09400,0.05000,-0.05000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.39,0.21,-0.21,0,,,,,,,,,,17h53m55.35s,268.4806250,-35d08m11.90s,-35.1366389,2740.0000000,1020.0000000,-1020.0000000,,,,,,,,,
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,Microlensing,2020,KMTNet,0,,,,,2.150000,2.590000,-1.580000,0,13.700,,,0,1.220,,,0,397.00000,331.00000,-230.00000,0,1.25000,1.04000,-0.73000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.48,0.40,-0.28,0,,,,,,,,,,17h42m58.42s,265.7434170,-25d34m26.1s,-25.5739167,6120.0000000,1260.0000000,-1600.0000000,,,,,,,,,
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,1,Microlensing,2023,KMTNet,0,,,,,1.700000,0.500000,-0.560000,0,1.850,,,0,0.165,,,0,4.08000,2.58000,-2.08000,0,0.01284,0.00812,-0.00654,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.25,0.16,-0.13,0,,,,,,,,,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670.0000000,2450.0000000,-2100.0000000,,,,,,,,,
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,1,Microlensing,2022,KMTNet,0,,,,,2.600000,0.600000,-0.800000,0,13.000,,,0,1.160,,,0,1287.20505,549.84314,-587.98255,0,4.05000,1.73000,-1.85000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.79,0.33,-0.36,0,,,,,,,,,,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,4600.0000000,1700.0000000,-1400.0000000,,,,,,,,,
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,Microlensing,2021,KMTNet,0,,,,,3.320000,0.820000,-0.920000,0,13.200,,,0,1.180,,,0,813.64072,359.14610,-368.68095,0,2.56000,1.13000,-1.16000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.61,0.27,-0.28,0,,,,,,,,,,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860.0000000,1000.0000000,-1120.0000000,,,,,,,,,
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,1,Microlensing,2023,KMTNet,0,,,,,3.020000,0.700000,-0.730000,0,2.000,,,0,0.179,,,0,4.67000,1.56000,-1.60000,0,0.01469,0.00491,-0.00503,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.74,0.25,-0.25,0,,,,,,,,,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6640.0000000,720.0000000,-2010.0000000,,,,,,,,,
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,Microlensing,2020,KMTNet,0,,,,,,,,0,14.100,,,0,1.260,,,0,200.00000,240.00000,-110.00000,0,0.64000,0.76000,-0.35000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.31,0.37,-0.17,0,,,,,,,,,,17h56m27.90s,269.1162500,-28d12m04.00s,-28.2011111,7040.0000000,1100.0000000,-1330.0000000,,,,,,,,,
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,1,Microlensing,2023,KMTNet,0,,,,,1.850000,0.930000,-0.930000,0,13.700,,,0,1.220,,,0,368.68095,244.72787,-244.72787,0,1.16000,0.77000,-0.77000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.34,0.23,-0.23,0,,,,,,,,,,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,5910.0000000,1670.0000000,-1670.0000000,,,,,,,,,
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,1,Microlensing,2022,KMTNet,0,,,,,2.000000,0.800000,-0.700000,0,11.400,,,0,1.010,,,0,88.99195,92.17024,-57.20911,0,0.28000,0.29000,-0.18000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.47,0.41,-0.28,0,,,,,,,,,,17h51m24.50s,267.8520833,-29d25m23.38s,-29.4231611,6100.0000000,1500.0000000,-2100.0000000,,,,,,,,,
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,2,Microlensing,2021,KMTNet,0,,,,,1.260000,0.190000,-0.140000,0,0.997,,,0,0.089,,,0,0.96000,0.15000,-0.13000,0,0.00302,0.00047,-0.00041,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.26,0.04,-0.03,0,,,,,,,,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,800.0000000,120.0000000,-100.0000000,,,,,,,,,
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,2,Microlensing,2021,KMTNet,0,,,,,0.120000,0.020000,-0.020000,0,12.200,,,0,1.090,,,0,4894.55747,1048.83374,-1048.83374,0,15.40000,3.30000,-3.30000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.26,0.04,-0.03,0,,,,,,,,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,800.0000000,120.0000000,-100.0000000,,,,,,,,,
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,1,Microlensing,2022,KMTNet,0,,,,,2.920000,0.670000,-0.680000,0,12.800,,,0,1.140,,,0,1754.41281,991.62463,-762.78818,0,5.52000,3.12000,-2.40000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.56,0.32,-0.24,0,,,,,,,,,,18h16m00.13s,274.0005417,-29d44m38.00s,-29.7438889,3130.0000000,1300.0000000,-910.0000000,,,,,,,,,
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,1,Microlensing,2022,KMTNet,0,,,,,3.500000,1.300000,-1.000000,0,3.350,,,0,0.299,,,0,11.20000,5.50000,-4.50000,0,0.03524,0.01730,-0.01416,0,Mass,,,,,,,,,,,,,0,,5200.00,,,0,,,,,0.78,0.29,-0.26,0,,,,,,,,,,17h56m58.0s,269.2416667,-30d05m35s,-30.0930556,4600.0000000,1600.0000000,-1100.0000000,,,,,,,,,
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,1,Microlensing,2022,KMTNet,0,,,,,1.620000,0.330000,-0.300000,0,6.560,,,0,0.585,,,0,34.96112,15.89142,-12.71314,0,0.11000,0.05000,-0.04000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.27,0.12,-0.09,0,,,,,,,,,,17h52m25.19s,268.1049583,-30d00m31.28s,-30.0086889,5120.0000000,1000.0000000,-990.0000000,,,,,,,,,
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,1,Microlensing,2022,KMTNet,0,,,,,2.800000,3.300000,-2.100000,0,9.600,,,0,0.856,,,0,66.74397,38.13941,-34.96112,0,0.21000,0.12000,-0.11000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.56,0.32,-0.30,0,,,,,,,,,,17h50m18.55s,267.5772917,-30d00m17.89s,-30.0049694,6600.0000000,1000.0000000,-1700.0000000,,,,,,,,,
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,1,Microlensing,2022,KMTNet,0,,,,,1.540000,0.240000,-0.300000,0,6.200,,,0,0.553,,,0,31.78284,41.31769,-22.24799,0,0.10000,0.13000,-0.07000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.32,0.39,-0.21,0,,,,,,,,,,17h57m33.15s,269.3881250,-30d30m14.18s,-30.5039389,6950.0000000,1007.0000000,-1330.0000000,,,,,,,,,
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,1,Microlensing,2021,KMTNet,0,,,,,,,,,12.700,,,0,1.130,,,0,2034.10180,839.06699,-883.56297,0,6.40000,2.64000,-2.78000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.62,0.25,-0.26,0,,,,,,,,,,18h03m38.80s,270.9116667,-29d36m15.80s,-29.6043889,6600.0000000,900.0000000,-1100.0000000,,,,,,,,,
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,1,Microlensing,2023,KMTNet,0,,,,,2.220000,0.660000,-0.480000,0,6.910,,,0,0.616,,,0,38.19000,20.52000,-12.24000,0,0.12016,0.06456,-0.03851,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.22,0.12,-0.07,0,,,,,,,,,,17h57m08.56s,269.2856667,-31d11m04.09s,-31.1844694,3090.0000000,940.0000000,-750.0000000,,,,,,,,,
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,1,Microlensing,2022,KMTNet,0,,,,,2.430000,0.670000,-0.670000,0,14.300,,,0,1.280,,,0,143.02278,127.13136,-79.45710,0,0.45000,0.40000,-0.25000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.36,0.32,-0.20,0,,,,,,,,,,18h09m41.12s,272.4213333,-25d44m47.69s,-25.7465806,6090.0000000,920.0000000,-1310.0000000,,,,,,,,,
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,1,Microlensing,2023,KMTNet,0,,,,,1.750000,0.420000,-0.420000,0,13.700,,,0,1.220,,,0,400.46379,321.00669,-209.76675,0,1.26000,1.01000,-0.66000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.38,0.30,-0.20,0,,,,,,,,,,17h42m28.85s,265.6202083,-27d38m20.90s,-27.6391389,6480.0000000,1000.0000000,-1380.0000000,,,,,,,,,
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,Microlensing,2022,KMTNet,0,,,,,3.140000,3.940000,-2.330000,0,1.490,,,0,0.133,,,0,2.81000,1.08000,-0.99000,0,0.00884,0.00340,-0.00311,0,Mass,,,,,,,,,,,,,0,K,,,,,,,,,0.80,0.31,-0.28,0,,,,,,,,,,17h59m17.08s,269.8211667,-31d59m51.50s,-31.9976389,5560.0000000,1430.0000000,-1430.0000000,,,,,,,,,
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1,2,Microlensing,2022,KMTNet,0,,,,,1.260000,1.410000,-1.080000,0,9.860,,,0,0.880,,,0,69.92225,98.52681,-38.13941,0,0.22000,0.31000,-0.12000,0,Mass,,,,,,,,,,,,,0,M V,,,,,,,,,0.14,0.19,-0.07,0,,,,,,,,,,17h45m57.39s,266.4891250,-33d50m34.12s,-33.8428111,8240.0000000,1020.0000000,-1160.0000000,,,,,,,,,
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1,2,Microlensing,2022,KMTNet,0,,,,,0.930000,1.050000,-0.800000,0,10.600,,,0,0.949,,,0,79.45710,111.23994,-41.31769,0,0.25000,0.35000,-0.13000,0,Mass,,,,,,,,,,,,,0,M V,,,,,,,,,0.14,0.19,-0.07,0,,,,,,,,,,17h45m57.39s,266.4891250,-33d50m34.12s,-33.8428111,8240.0000000,1020.0000000,-1160.0000000,,,,,,,,,
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,1,Microlensing,2023,KMTNet,0,,,,,3.540000,1.060000,-1.060000,0,13.600,,,0,1.220,,,0,413.17693,216.12332,-216.12332,0,1.30000,0.68000,-0.68000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.63,0.33,-0.33,0,,,,,,,,,,17h42m55.74s,265.7322500,-25d30m32.08s,-25.5089111,4540.0000000,1670.0000000,-1670.0000000,,,,,,,,,
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,1,Microlensing,2023,KMTNet,0,,,,,4.500000,1.600000,-1.400000,0,13.900,,,0,1.240,,,0,279.68900,120.77479,-114.41823,0,0.88000,0.38000,-0.36000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.73,0.32,-0.30,0,,,,,,,,,,17h55m09.63s,268.7901250,-31d18m47.99s,-31.3133306,3800.0000000,1300.0000000,-1200.0000000,,,,,,,,,
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,1,Microlensing,2022,KMTNet,0,,,,,1.520000,0.570000,-0.410000,0,4.590,,,0,0.409,,,0,19.05000,20.42000,-10.14000,0,0.05994,0.06425,-0.03190,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.24,0.26,-0.13,0,,,,,,,,,,17h50m28.13s,267.6172083,-29d16m45.41s,-29.2792806,6640.0000000,1030.0000000,-1300.0000000,,,,,,,,,
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,1,Microlensing,2022,KMTNet,0,,,,,2.890000,0.440000,-0.660000,0,13.600,,,0,1.210,,,0,120.77479,69.92225,-63.56568,0,0.38000,0.22000,-0.20000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.57,0.32,-0.29,0,,,,,,,,,,18h07m27.33s,271.8638750,-29d16m53.69s,-29.2815806,6280.0000000,950.0000000,-1430.0000000,,,,,,,,,
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,1,Microlensing,2022,KMTNet,0,,,,,2.370000,0.770000,-0.770000,0,9.120,,,0,0.814,,,0,61.27000,35.88000,-35.88000,0,0.19278,0.11289,-0.11289,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.42,0.25,-0.25,0,,,,,,,,,,17h37m57.25s,264.4885417,-28d08m54.20s,-28.1483889,5970.0000000,1490.0000000,-2410.0000000,,,,,,,,,
